show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s7073,TV Show,Rosemary's Baby,,"Zoe Saldana, Patrick J. Adams",,,2014,TV-14,1 Season,Drama,"Based on the best-selling novel by Ira Levin, ""Rosemary's Baby"" centers on a young married couple who move to Paris in hopes of leaving their past behind. After a series of unfortunate events, Rosemary and Guy Woodhouse are presented with an offer they can't refuse - an apartment at the most prestigious address in the city. They soon realize it comes with a haunted past and an immeasurable price."
s7074,Movie,Raising Flagg,Neal Miller,"Alan Arkin, Barbara Dana, Lauren Holly, Austin Pendleton, Richard Kind, Glenne Headly, Clifton James, Daniel Quinn, Matthew Arkin",,,2007,PG-13,102 min,"Comedy, Drama","Flagg Purdy (Alan Arkin) is a lovable but stubborn man. When he escalates a minor disagreement with his oldest friend into a legal battle, he incurs the wrath of his neighbors and friends."
s7075,Movie,Old House,Kunlin Wang,"Kaleb Rudy, Vance Vlasek, Tim Hooper, Alexandra Corin Johnston, Troy VanRooy, Grayson Francis",,,2019,18+,24 min,"Arts, Entertainment, and Culture, Drama, LGBTQ","Nick is a bartender at Old House, a dying punk bar, which is going to be sold by its owner Old Harry very soon. In order to save the place, Nick seeks help from the old band lead singer Gary who was also his ex-lover, only to find that Gary has become a married man with his wife and kids. But Nick doesn't give up and eventually gets Gary back to a reunion show."
s7076,Movie,La patente,Alessandro Palazzi,"Andrea De Bruyn, Ernesto De Stefano, Isabel Gondim",,,2012,16+,90 min,"Arthouse, Comedy","""The License"" is a modern-day ensemble comedy revolving around the lives of two Roman slackers. Rolando works at his future father-in- law's driving school, and Sergio is a waiter at the corner café as well as a small-time drug dealer. Thanks to the unexpected death of the elderly owner, they end up taking control of the driving school during the pivotal week before the final driving test."
s7077,Movie,Kickboxer 5: Redemption,Kristine Peterson,"Mark Dacascos, James Ryan, Geoff Meed, Tony Caprari, Greg Latter",,,2000,R,88 min,"Action, Sports, Suspense","A retired kickboxer goes on a mission to avenge the brutal death of his promising young student. Revenge is not easy, however, as the target of his wrath is a leader of an underworld kickboxing league."
s7078,Movie,Japanese Story,Sue Brooks,"Toni Collette, Otaro Tsunashima, Matthew Dyktynski, Lynette Curran, Yumiko Tanaka, Kate Atkinson",,,2003,R,99 min,"Arthouse, Arts, Entertainment, and Culture, Drama","Sandy (Toni Collette), a geologist, finds herself stuck on a field trip to the Pilbara desert with a Japanese man she finds inscrutable, annoying and decidedly arrogant. Hiromitsu's (Otaro Tsunashima) view of her is not much better. Things go from bad to worse when they become stranded in one of the most remote regions on earth. Japanese Story is a journey of change and discovery."
s7079,Movie,Hide and Seek,Sidney J. Furie,"Bruce Greenwood, Daryl Hannah, Jennifer Tilly, Vincent Gallo",,,2004,R,100 min,"Action, Drama, Suspense","Anne and Jack White are an attractive and successful couple. However, their idyllic world is soon turned into a living nightmare when a deranged couple kidnap Anne as part of a secret, evil plan."
s7080,Movie,Gurkha,Sam Anton,"Yogi Babu, Elyssa Erhadt, Anandaraj, Raj Bharath, Livingston, Charle",,,2019,ALL,141 min,"Comedy, Drama, Suspense","The security guard of a mall, who belongs to the Gurkha community, becomes the saviour of several people who have been kept under siege by some terrorists"
s7081,Movie,Getting Up And Going Home,Steven Schachter,"Tom Skerritt, Blythe Danner, Roma Downey, Bruce Kirby, Gary Frank, Julianne Phillips, Dorian Harewood",,,1992,PG-13,93 min,Drama,"As a successful lawyer (Tom Skerritt) struggles to face his inner demons, he finds himself embroiled in scandalous affairs with other women."
s7082,Movie,Forced Orphans,V N Aditya,"Trin Miller, Ankita Javeri, Tom Ricciardelli, Raj Virk, Ben Andrews, Abhay Chebium, Sriveda Chandra, Melissa Topscher",,,2021,ALL,68 min,Drama,"The story of siblings who are forced to be orphans as a result of a broken marriage. Two little kids who are inseparable have to choose between mother and father against their wish. They question the system built 100s of years ago, the law that involuntarily destroyed thousands of kids dreams and aspirations. These kids end up making decisions larger than their age in an effort to stay together."
s7083,Movie,Beast (2018),Michael Pearce,"Jessie Buckley, Johnny Flynn, Geraldine James",,,2018,R,107 min,Suspense,A troubled woman living in an isolated community finds herself pulled between the control of her oppressive family and the allure of a secretive outsider suspected of a series of brutal murders.
s7084,Movie,Bad Boys,Rick Rosenthal,"Sean Penn, Reni Santoni, Jim Moody, Esai Morales, Ally Sheedy",,,1983,R,124 min,"Drama, Suspense",Academy Award winner Sean Penn's breakthrough dramatic performance.
s7085,TV Show,Baby Shark's Day at School,,,,,2021,TV-G,1 Season,"Animation, Kids","How does Baby Shark's day look like at school? From asking about friends' weekends to eating lunch, let's follow Baby Shark on his school adventures!"
s7086,Movie,Aruvam,Sai Sekhar,"Siddharth, Catherine Tresa, Sathish, Kabir Duhan Singh, Aadukalam Naren",,,2019,13+,123 min,Suspense,The protagonist Jagannathan (Siddharth) is food safety officer whose love interest is Jyothi Catherine Tresa and both have a pleasant journey. Life presents situations in front of them which are not rosy. The food safety officer exposes a lot of big shots involved in adulteration and they all gang up with a plan to murder him. What happens from there is the rest of the movie.
s7087,Movie,24 Hours to Live,Brian Smrz,"Ethan Hawke, Qing Xu, Paul Anderson, Liam Cunningham, Rutger Hauer, Nathalie Boltt, Tanya van Graan",,,2017,R,94 min,Action,"Ethan Hawke gives an explosive performance as a former special-ops marine turned mercenary who's given one last shot at redemption in this nonstop action-thriller from the producers of ""John Wick."""
s7088,Movie,While She Was Out,Susan Montford,"Kim Basinger, Lukas Haas, Craig Sheffer, Jamie Starr, Leonard Wu",,,2008,R,86 min,"Horror, Suspense","Della (Academy Award winner Kim Basinger), a suburban housewife, is hell-bent on survival as she is mercilessly stalked by a group of teenage thugs led by a manipulative psychopath (Luke Haas of WITNESS)."
s7089,Movie,We Wish You a Merry Christmas,Bert Ring,"Nell Carter, Lacey Chabert, John Forsythe, Tahj Mowry, Travis Tritt",,,1999,ALL,48 min,"Animation, Kids",A curious little reindeer sets out to answer an important question; where did Christmas carols come from?
s7090,Movie,Veera,Suresh Krissna,"Rajinikanth, Meena, Roja, Janagaraj",,,1994,ALL,162 min,"Comedy, Drama, Romance","Muthu returns to his village and learns that the girl he wanted to marry is dead. In the city, he ends up marrying his boss's daughter. But, the previous girl returns and he's forced to marry her too."
s7091,Movie,Vaanavil Vaazhkai,James Vasanthan,"Jithin Raj, Sai Shankar, Jose Selvaraj, Jonathan Devadoss, Pavithran, Maya S. Krishnan",,,2015,13+,145 min,"Arts, Entertainment, and Culture","Students from a reputed college participate in an inter college competition. However, as they come close to the finals, they face several conflicts amongst themselves."
s7092,Movie,Trees Lounge,Steve Buscemi,"Carol Kane, Mark Boone Junior, Steve Buscemi",,,1996,R,95 min,"Comedy, Drama",A man drifting through time desperately searches for some meaning to his life.
s7093,Movie,Threebound,"Kate Forsatz, Daryl Ferrara","Jason Griffith, Kate Forsatz, Laura Gilreath, Walter Hoffman, Nathan Spiteri, Christian Barber, Heidi Armbruster, Bradford How, Maryn James, Malachy McCourt, Zach Miko, Samantha Tuffarelli, Lauren Hooper, Sarah Haruko, Austin Michael Young, Shane Nepveu, Maggie Ronck",,,2020,16+,102 min,"Comedy, Romance","Breakups happen. Boy meets girl. Boy likes girl; girl likes boy. Boy and girl decide to sleep with 3 other people first, to avoid the rebound relationship."
s7094,Movie,Thrashin',David Winters,"Josh Brolin, Sherilyn Fenn, Anthony Kiedis, Robert Rusler",,,1986,16+,92 min,"Action, Comedy, Drama","Two skateboarding gangs battle each other for supremacy, and a member of one gang falls in love with the sister of his rival."
s7095,Movie,Thoongaa Vanam,Rajesh M. Selva,"Kamal Haasan, Prakash Raj, Trisha, Kishore, Sampath Raj, Yugi Sethu",,,2015,13+,121 min,"Action, Suspense","When a drug lord ransoms police officer Diwakar's son for a bag of cocaine, he has no choice but to steal it from police headquarters. However, this raises the suspicions of his colleague Mallika."
s7096,TV Show,The Guard,,"Steve Bacic,  Zoie Palmer, Jeremy Guilbaut, Gordon Michael Woolvett",,,2009,TV-14,1 Season,Drama,"Coast Guard rescuers are the heroes who venture into some of the most brutal storms to save the helpless. Navigating nature's wrath requires critical thinking and sound decision-making skills, talents these people sometime lack in their private lives."
s7097,Movie,The Demolitionist (1995),Robert Kurtzman,"Nicole Eggert, Bruce Abbott, Susan Tyrrell",,,1995,R,93 min,"Fantasy, Science Fiction","Action-packed sci-fi thriller starring Nicole Eggert and Bruce Abbott, set in the futuristic metropolis of 'Metro City'. A young female police officer is brought back from the brink of death in order to become a super-human machine for justice."
s7098,Movie,Tanner Hall,"Francesca Gregorini, Tatiana von Furstenberg","Amy Ferguson, Amy Sedaris, Brie Larson, Chris Kattan, Georgia King, Rooney Mara, Tom Everett Scott",,,2011,R,95 min,"Drama, Romance","Rooney Mara stars in this coming of age drama about love, friendship, and heartbreak, set in an elite New England private school. Also stars Tom Everett Scott, Chris Kattan, and Amy Sedaris."
s7099,Movie,Sundown: The Vampire In Retreat,Anthony Hickox,"David Carradine, Morgan Brittant, Bruce Campbell, Jim Metzler, Maxwell Caulfield",,,1991,R,104 min,"Comedy, Horror","Count Margulak, the leader of the vampires, has ended their tradition of human bloodletting and has placed his followers on a diet of synthetic, bottled blood. But when a new family moves into the town, the natives start to crave the real thing."
s7100,Movie,Slow Burn (2000),Christian Ford,"Minnie Driver, James Spader, Josh Brolin, Stuart Wilson, Jennifer Ann Evans, Nicole Fellows",,,2000,R,97 min,Suspense,"Minnie Driver, James Spader and Josh Brolin portray wary and unpredictable partners eager to claim a desert stash of stolen diamonds in this sizzling, sunbaked thriller."
s7101,Movie,Rudhramadevi,James Vasanthan,"Anushka Shetty, Allu Arjun, Rana Daggubati, Krishnam Raju, Prakash Raj, Suman, Nithya Menen, Catherine Tresa",,,2015,13+,150 min,"Action, Drama","Fearing that his people will not accept a female successor, a king raises his daughter, Rudrama Devi, like a boy. Years later, when threat looms over the kingdom, she sets out to fight her foes."
s7102,Movie,Roommate Wanted,Rob Margolies,"Alexa Vega, Spencer Grammer, Kathryn Morris, Richard Riehle, Bryan Dechart, Jennifer Lyons",,,2015,R,85 min,Suspense,Janie and Dee are two polar-opposite roommates whose differences come to a head over the course of one crazy day.
s7103,Movie,Pudhukottaiyilirundhu Saravanan,S. S. Stanley,"Dhanush, Aparna Pillai, Karunas, Peter Hein",,,2004,13+,150 min,"Comedy, Romance","Saravanan comes to Singapore for a job but lands in trouble, loses his passport and is on the run. Desperate to get back home, he accepts the job of taking a girl to India in return for a hefty sum."
s7104,TV Show,Nightcap,,"Ali Wentworth, Lauren Blumenfeld, Don Fanelli",,"August 4, 2021",2017,TV-14,2 Seasons,Comedy,"Staci Cole and the Nightcap crew return for season 2 with a new studio, some additional office mates, and even more crazy celebrities to wrangle. This season, Staci is determined to find fulfillment outside of work, but between Jimmy's ridiculous demands and her own self-sabotaging ways this proves to be increasingly impossible."
s7105,Movie,My Five Wives,Sidney J. Furie,"Rodney Dangerfield, Andrew Dice Clay, Jerry Stiller, Molly Shannon, John Byner, John Pinette",,,2000,R,101 min,Comedy,It's a dream come true as real estate developer Rodney Dangerfield inherits five wives when a valuable Utah land deal gets out of control. Rodney's got much more than he bargained for with a host of young brides and a crew of gangsters on his back!
s7106,Movie,Mosakutty,M. Jeevan,"Veera, Mahima Nambiar, Joe Malloori, M. S. Bhaskar, Jangiri Madhumitha",,,2014,13+,109 min,Romance,"Mossakki, a jobless ruffian, is in love with a girl. They are troubled by goons who chase them around different locations. They must save themselves."
s7107,Movie,Mercury Plains,Charles Burmeister,"Scott Eastwood, Angela Sarafyan, Nick Chinlund, Sue Rock, Karina Junker, Katherine Willis, Mark Hanson, Keith Poulson, Justin Arnold",,,2016,R,102 min,Suspense,"A troubled man runs away to Mexico and is recruited to join a paramilitary group of teens fighting the drug cartels. He proves himself to the group, but questions their motive."
s7108,Movie,Meet Wally Sparks,Peter Baldwin,"Rodney Dangerfield, Debi Mazar, Burt Reynolds, David Ogden Stiers",,,1997,R,106 min,Comedy,Wally Sparks is a tabloid TV show reporter who's trying to boost ratings on his show. He goes to the governor's mansion to uncover a sex scandal.
s7109,Movie,Manmadhan,A.J. Murugan,"Silambarasan, Jyothika, Sindhu Tolani, Goundamani",,,2004,18+,166 min,"Action, Drama, Romance","When Mythili meets Madhan, she's at once attracted towards and terrified of him since he looks exactly like the serial killer from her nightmares."
s7110,Movie,Madhouse,William Butler,"Joshua Leonard, Jordan Ladd, Natasha Lyonne, Lance Henriksen, Dendrie Taylor",,,2005,R,91 min,"Horror, Suspense","When a staff nurse is murdered at a notorious insane asylum, Clark Stevens, a new psychiatry intern, starts digging for answers and soon realizes that there is something very wrong with the people at the asylum, and it's not just the patients."
s7111,Movie,London,Hunter Richards,"Chris Evans, Jason Statham, Paula Patton, Jessica Biel, Isla Fisher, Kat Dennings, Lina Esco, Kelli Garner, Joy Bryant, Dane Cook, Louis C.K., Sophie Monk, Jeff Wolfe",,,2006,R,93 min,"Action, Romance",London is a drug laden adventure that centers on a party in a New York loft where a young man (Chris Evans) is trying to win back his ex-girlfriend (Jessica Biel).
