Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X6,2016,North America,White,Petrol,Automatic,2.1,17262,96292,4795,Low
3 Series,2020,Europe,White,Hybrid,Automatic,4.3,24922,32678,4194,Low
X3,2023,North America,Red,Diesel,Automatic,4.2,99963,40096,9002,High
M5,2019,Europe,Silver,Electric,Automatic,2.3,34334,41543,5788,Low
5 Series,2012,North America,Red,Hybrid,Automatic,4.4,193594,70794,1858,Low
M3,2017,Africa,White,Electric,Manual,3.2,20197,71407,1804,Low
X5,2012,South America,Blue,Hybrid,Manual,3.1,153105,50351,9723,High
3 Series,2017,Africa,Red,Hybrid,Automatic,4.9,187000,112833,1139,Low
3 Series,2022,Europe,White,Electric,Automatic,3.3,117897,39052,1627,Low
X6,2011,Middle East,Grey,Diesel,Automatic,2.0,160560,48926,5372,Low
X5,2014,South America,Grey,Petrol,Automatic,2.5,145686,110282,9166,High
X1,2013,Africa,Red,Petrol,Manual,2.7,71186,65754,6509,Low
7 Series,2020,Africa,Silver,Hybrid,Automatic,4.9,161136,45194,8515,High
5 Series,2018,North America,Silver,Electric,Automatic,2.4,158198,90706,9911,High
X5,2012,Middle East,White,Hybrid,Manual,3.0,68393,86576,5372,Low
i8,2021,South America,Red,Diesel,Automatic,4.1,59301,93043,1728,Low
M5,2020,Africa,Blue,Hybrid,Manual,2.5,116008,65039,7561,High
i8,2014,Africa,Red,Electric,Automatic,4.0,54973,41375,8767,High
7 Series,2019,Middle East,Silver,Hybrid,Automatic,2.2,53611,59534,4157,Low
3 Series,2018,Europe,White,Diesel,Manual,2.3,100561,52532,8321,High
3 Series,2022,Africa,White,Diesel,Automatic,5.0,15813,105824,3968,Low
i8,2015,South America,Silver,Hybrid,Manual,2.8,170443,100313,3652,Low
X1,2011,Europe,Blue,Diesel,Manual,4.1,8970,30834,9958,High
7 Series,2010,North America,Red,Diesel,Automatic,4.4,125871,88545,4409,Low
7 Series,2021,Africa,White,Hybrid,Manual,2.7,68225,51004,906,Low
5 Series,2020,Asia,Grey,Hybrid,Automatic,2.8,111574,96351,4300,Low
7 Series,2010,Asia,Black,Petrol,Automatic,4.2,138060,45316,520,Low
X6,2016,Africa,Red,Hybrid,Manual,3.6,110035,35650,5343,Low
M5,2023,North America,Grey,Diesel,Automatic,2.8,136215,30558,2038,Low
X1,2021,Asia,Red,Petrol,Automatic,4.1,187980,79359,5330,Low
M5,2011,Europe,Red,Petrol,Manual,4.5,31642,44917,9594,High
3 Series,2016,South America,Red,Petrol,Manual,2.3,149716,66629,3871,Low
M5,2010,Middle East,Blue,Hybrid,Automatic,1.6,100865,86400,191,Low
X1,2013,Africa,Silver,Hybrid,Manual,2.5,171145,40796,3959,Low
7 Series,2019,Asia,Red,Hybrid,Automatic,3.9,154321,113908,7588,High
X1,2024,Europe,White,Electric,Manual,4.7,51890,102824,3917,Low
i8,2024,North America,White,Diesel,Automatic,4.5,163300,65680,3349,Low
X5,2022,South America,Red,Petrol,Manual,2.3,108407,94110,166,Low
M3,2020,Asia,Blue,Diesel,Automatic,4.6,185071,53666,9059,High
i8,2013,Middle East,Grey,Electric,Manual,4.3,120136,83633,3869,Low
X1,2024,Middle East,Blue,Electric,Manual,4.1,35831,100098,5062,Low
i3,2014,Europe,Red,Petrol,Automatic,3.9,44988,60324,7704,High
M5,2023,Middle East,Silver,Hybrid,Automatic,4.3,92945,51189,7148,High
X3,2023,Middle East,Black,Petrol,Automatic,4.5,2164,37028,9480,High
M3,2019,Middle East,Silver,Electric,Manual,4.4,156012,114515,7104,High
5 Series,2024,Asia,Black,Hybrid,Automatic,1.9,706,61401,9393,High
5 Series,2024,Africa,Silver,Hybrid,Manual,4.0,162067,78726,7741,High
X5,2010,Europe,Red,Electric,Automatic,4.4,159010,115313,4864,Low
M3,2016,South America,Blue,Electric,Manual,2.1,180317,41263,9026,High
X1,2020,Europe,Black,Electric,Automatic,2.2,142146,34692,5109,Low
5 Series,2011,Africa,Red,Hybrid,Manual,4.3,186638,85862,9278,High
5 Series,2021,Africa,Black,Petrol,Manual,2.7,9361,115777,6887,Low
i8,2024,South America,Blue,Petrol,Automatic,2.9,8674,86137,7949,High
X5,2020,Middle East,Black,Petrol,Automatic,2.8,73019,34552,7569,High
i8,2024,Asia,Red,Electric,Manual,2.2,25609,60998,2688,Low
X6,2022,Middle East,Grey,Petrol,Automatic,4.8,68199,35971,1246,Low
M3,2020,Africa,Red,Electric,Manual,4.3,95047,97619,6449,Low
M5,2022,North America,White,Hybrid,Automatic,2.4,169769,88805,1817,Low
X3,2011,North America,Grey,Petrol,Manual,1.9,34676,95544,229,Low
M3,2017,Africa,Blue,Electric,Automatic,2.8,50744,51611,2056,Low
X6,2024,Europe,Black,Electric,Manual,3.0,188640,101143,2930,Low
M5,2018,Asia,Silver,Hybrid,Automatic,1.5,98444,76825,9001,High
X3,2015,Middle East,Black,Petrol,Automatic,4.6,42470,90974,2045,Low
X5,2020,North America,White,Petrol,Manual,4.5,15378,38928,669,Low
X5,2010,South America,Blue,Diesel,Automatic,4.5,365,39667,1556,Low
X3,2010,Middle East,Black,Hybrid,Automatic,4.3,138278,68095,4200,Low
5 Series,2023,Middle East,Silver,Hybrid,Manual,4.1,40816,46687,7593,High
X1,2020,Africa,White,Petrol,Automatic,3.7,132174,85188,250,Low
X3,2016,Middle East,Silver,Hybrid,Manual,4.9,71610,33303,9103,High
i3,2017,Africa,White,Electric,Manual,4.0,49418,35854,9544,High
X1,2012,Europe,Grey,Hybrid,Manual,3.7,144480,66402,1290,Low
X3,2018,North America,Grey,Electric,Automatic,4.3,90511,43400,1528,Low
X1,2013,Europe,Red,Hybrid,Manual,2.4,9088,83968,5971,Low
7 Series,2013,Europe,Blue,Hybrid,Automatic,4.9,12693,52627,2016,Low
X5,2012,Asia,Grey,Hybrid,Manual,1.6,154832,82150,4306,Low
i8,2017,North America,Black,Electric,Automatic,3.8,188601,72310,9282,High
X6,2018,South America,White,Diesel,Automatic,1.8,189103,36926,4983,Low
7 Series,2010,Asia,Black,Diesel,Manual,4.5,50997,103737,4899,Low
X5,2011,Asia,Blue,Electric,Manual,4.9,149138,101047,8508,High
5 Series,2010,North America,White,Diesel,Manual,2.9,28790,93760,5691,Low
X1,2023,Asia,White,Hybrid,Manual,4.5,68927,81568,3946,Low
3 Series,2013,Africa,Red,Electric,Manual,2.7,33345,61390,7613,High
X1,2019,Europe,Black,Petrol,Automatic,2.1,178686,80464,528,Low
X5,2016,Asia,Red,Petrol,Manual,2.5,64527,114216,4564,Low
M5,2023,Middle East,Grey,Hybrid,Manual,2.6,5030,94242,1001,Low
M5,2016,Europe,White,Diesel,Automatic,3.7,44436,34357,7333,High
7 Series,2021,Africa,White,Diesel,Manual,4.3,14124,81183,1044,Low
X6,2015,North America,Red,Electric,Automatic,2.2,154304,116164,9293,High
3 Series,2022,Europe,Black,Diesel,Automatic,1.8,47997,95864,3170,Low
X3,2020,Africa,Silver,Petrol,Manual,2.3,149417,55340,4959,Low
X5,2014,Africa,Red,Petrol,Manual,2.5,52694,81001,1175,Low
5 Series,2020,South America,Black,Diesel,Manual,2.5,173139,33303,9750,High
X3,2013,Africa,Black,Electric,Automatic,2.3,123659,91575,7272,High
X5,2021,Africa,Red,Diesel,Automatic,3.1,149544,83698,1248,Low
M3,2022,Middle East,Blue,Electric,Automatic,4.5,46710,92075,1620,Low
M5,2023,Africa,White,Electric,Manual,1.9,68151,93623,3093,Low
X5,2017,Asia,Black,Hybrid,Manual,4.5,188452,102792,7081,High
X1,2016,Middle East,Grey,Electric,Automatic,3.2,170347,90801,9133,High
7 Series,2020,Asia,Silver,Petrol,Automatic,3.8,123327,108946,4087,Low
X1,2020,South America,Red,Diesel,Manual,4.4,114433,119177,4918,Low
X1,2019,Africa,Grey,Petrol,Automatic,2.6,189696,52178,633,Low
X1,2010,South America,Grey,Electric,Manual,4.8,117334,98861,1160,Low
X5,2015,Africa,Blue,Petrol,Manual,1.8,80642,87802,6295,Low
X5,2023,Asia,Silver,Diesel,Manual,3.3,105116,36598,4056,Low
i8,2011,North America,Silver,Electric,Manual,2.4,11285,81318,529,Low
3 Series,2013,Europe,Grey,Petrol,Automatic,2.9,120333,85628,4128,Low
i3,2014,Africa,Black,Petrol,Automatic,3.1,177342,86993,651,Low
i3,2017,North America,Silver,Diesel,Automatic,4.7,41547,31658,4788,Low
7 Series,2015,South America,White,Hybrid,Automatic,3.0,47055,84962,9652,High
M3,2020,South America,Grey,Electric,Manual,3.9,75436,76580,5262,Low
M5,2011,Asia,White,Diesel,Automatic,4.8,26783,49597,9383,High
X6,2014,Middle East,Red,Electric,Manual,3.2,145539,117398,3863,Low
i8,2024,Europe,Blue,Petrol,Manual,2.9,152325,83466,5418,Low
7 Series,2014,North America,Silver,Petrol,Manual,4.9,148856,43093,6821,Low
5 Series,2015,North America,Red,Electric,Manual,4.4,5988,98290,9046,High
X6,2010,Europe,Blue,Petrol,Automatic,4.8,155685,58771,3429,Low
i3,2017,South America,Black,Hybrid,Manual,2.9,39573,90447,7366,High
M5,2012,South America,Blue,Hybrid,Automatic,3.9,191860,43454,3002,Low
X3,2014,Asia,Black,Diesel,Manual,2.4,132627,103564,6891,Low
3 Series,2016,Asia,White,Petrol,Automatic,4.5,12807,62117,5608,Low
i8,2012,North America,Silver,Petrol,Manual,4.8,42266,69888,975,Low
M3,2023,Asia,Blue,Electric,Automatic,2.4,178839,69433,2687,Low
X1,2019,Asia,Blue,Electric,Manual,1.9,25178,109083,3071,Low
i8,2024,Middle East,Black,Hybrid,Manual,2.2,94803,54208,7458,High
X3,2022,Middle East,Black,Diesel,Manual,3.7,168041,59528,3183,Low
X5,2024,Asia,Blue,Petrol,Automatic,2.5,90825,80087,9306,High
X3,2015,Middle East,Blue,Hybrid,Manual,3.7,24403,52015,7008,High
X5,2014,North America,White,Electric,Automatic,2.7,25152,70108,9934,High
3 Series,2016,South America,Black,Petrol,Automatic,4.7,105688,108638,9337,High
M5,2019,Asia,White,Petrol,Automatic,3.1,191338,30317,7580,High
X6,2024,Middle East,Black,Hybrid,Automatic,3.2,134219,99129,6303,Low
X1,2020,Europe,Silver,Electric,Automatic,2.7,133513,86508,4906,Low
i3,2012,Middle East,Black,Hybrid,Manual,1.8,62524,66687,5940,Low
7 Series,2022,Africa,Silver,Electric,Automatic,3.2,199248,110580,4588,Low
3 Series,2023,Africa,White,Electric,Manual,4.2,168389,33175,5634,Low
X1,2011,Europe,White,Diesel,Manual,4.8,159117,71658,3288,Low
X6,2013,Africa,Blue,Hybrid,Manual,1.8,47586,49293,810,Low
i8,2012,South America,White,Petrol,Manual,4.3,173145,62251,4372,Low
M3,2024,Asia,Black,Petrol,Manual,2.4,79430,61819,581,Low
X1,2013,Asia,Grey,Diesel,Manual,4.4,162281,30346,9646,High
5 Series,2016,Africa,Grey,Diesel,Manual,2.7,130811,47516,6600,Low
M5,2014,Middle East,White,Hybrid,Automatic,1.9,97419,97995,6217,Low
M5,2013,Europe,Blue,Electric,Automatic,3.6,109895,110659,2588,Low
5 Series,2023,Africa,Red,Petrol,Automatic,4.6,6796,115045,6754,Low
M5,2024,Middle East,Grey,Diesel,Manual,2.1,27479,62491,4654,Low
i3,2015,Europe,Black,Diesel,Automatic,1.6,170935,68614,2940,Low
X5,2016,Middle East,Grey,Petrol,Manual,4.6,72606,84018,4045,Low
i8,2021,Europe,White,Petrol,Manual,3.9,178371,115458,8984,High
7 Series,2023,Africa,White,Petrol,Manual,4.3,144630,44313,7897,High
3 Series,2020,Middle East,White,Petrol,Manual,1.7,131455,60694,8325,High
M3,2014,Africa,Black,Petrol,Automatic,4.6,134878,90112,1593,Low
i3,2021,North America,Blue,Electric,Manual,3.0,85596,39887,6710,Low
X5,2016,Middle East,White,Petrol,Manual,4.6,125195,50845,6037,Low
5 Series,2012,South America,Black,Petrol,Automatic,1.7,43204,96168,1060,Low
i8,2016,North America,Red,Hybrid,Manual,4.6,26622,119992,8065,High
X6,2021,Middle East,Silver,Electric,Manual,3.9,107788,58240,5809,Low
5 Series,2024,South America,Blue,Hybrid,Manual,3.4,14726,89642,9553,High
7 Series,2012,Middle East,Black,Hybrid,Automatic,1.7,102073,87871,5166,Low
X1,2023,North America,Black,Electric,Automatic,3.9,148022,79871,5325,Low
i8,2015,Europe,Silver,Hybrid,Manual,3.6,139861,44677,289,Low
M5,2017,Africa,White,Hybrid,Automatic,4.0,64689,53708,1866,Low
M5,2022,Europe,Blue,Diesel,Automatic,4.0,90743,114706,9072,High
X5,2024,South America,Red,Electric,Automatic,3.1,77834,77887,6346,Low
X1,2015,Africa,Silver,Hybrid,Manual,2.2,88584,114102,2967,Low
3 Series,2019,Asia,Black,Diesel,Automatic,4.7,133495,84680,8198,High
7 Series,2020,Asia,White,Petrol,Automatic,4.7,57098,99985,3383,Low
X6,2012,Africa,Blue,Hybrid,Manual,2.2,39290,30498,8033,High
X6,2021,Middle East,White,Electric,Automatic,3.7,79046,102690,6995,Low
3 Series,2014,Asia,White,Petrol,Automatic,2.2,159,102627,2858,Low
3 Series,2018,Middle East,White,Petrol,Manual,4.5,112404,73313,840,Low
X3,2017,Middle East,Silver,Electric,Automatic,1.8,73564,35250,844,Low
X1,2015,Europe,Blue,Hybrid,Automatic,5.0,166057,34930,1536,Low
i8,2018,North America,Silver,Electric,Manual,3.6,30999,88402,4849,Low
X6,2011,Asia,Red,Hybrid,Manual,1.6,190183,68691,1191,Low
M3,2022,Europe,Blue,Electric,Manual,4.6,31608,116638,874,Low
7 Series,2020,South America,Grey,Diesel,Automatic,3.9,119340,56930,4460,Low
M5,2018,Africa,Grey,Petrol,Manual,3.9,189829,77904,9104,High
3 Series,2019,Asia,Black,Diesel,Manual,2.5,162310,81794,6220,Low
X5,2022,North America,White,Petrol,Manual,2.7,16090,41442,775,Low
X5,2019,North America,Red,Hybrid,Manual,4.7,70793,43579,8096,High
M5,2015,Asia,Red,Hybrid,Manual,3.7,24168,30109,8292,High
X3,2018,Africa,Black,Electric,Manual,1.6,93049,38654,7378,High
7 Series,2021,Asia,Silver,Electric,Automatic,2.6,42114,112763,8657,High
i3,2013,Africa,Silver,Petrol,Automatic,3.6,62357,53085,8115,High
i3,2014,Africa,Silver,Electric,Manual,2.0,158750,87804,6335,Low
M5,2011,Europe,Black,Hybrid,Automatic,1.8,113193,84706,4111,Low
7 Series,2012,Asia,Grey,Petrol,Automatic,1.7,39469,89384,2833,Low
3 Series,2010,Middle East,Silver,Petrol,Manual,3.7,8195,43821,3706,Low
X3,2013,North America,White,Diesel,Manual,2.6,91457,53410,4860,Low
5 Series,2021,Africa,Silver,Petrol,Automatic,2.8,141491,95892,5232,Low
5 Series,2011,Asia,Blue,Petrol,Manual,1.7,196259,54440,8200,High
X5,2021,Europe,Black,Petrol,Manual,4.1,82647,74876,133,Low
7 Series,2024,North America,Silver,Hybrid,Manual,4.2,8834,96890,2479,Low
X6,2011,Asia,Silver,Hybrid,Automatic,4.4,87222,48111,6123,Low
X1,2010,Africa,Red,Hybrid,Manual,3.8,169005,91086,5037,Low
M5,2019,Europe,White,Diesel,Manual,4.2,192734,51221,1956,Low
3 Series,2021,Asia,Red,Hybrid,Manual,3.5,34889,36250,2520,Low
i3,2011,South America,White,Diesel,Manual,3.2,16841,105706,1052,Low
X6,2013,Asia,Blue,Hybrid,Automatic,2.4,127114,109523,6287,Low
5 Series,2015,Asia,White,Petrol,Automatic,1.7,44269,55426,2681,Low
M3,2022,Africa,Silver,Diesel,Automatic,2.5,167742,98705,9921,High
i3,2021,South America,Silver,Hybrid,Manual,3.9,5986,73736,4257,Low
X3,2016,Europe,White,Hybrid,Automatic,4.7,24602,114566,8741,High
7 Series,2016,Europe,Black,Hybrid,Manual,2.4,90361,87744,4238,Low
3 Series,2016,Middle East,Silver,Petrol,Manual,3.8,14786,96502,506,Low
5 Series,2024,Europe,Black,Petrol,Manual,3.2,143830,75430,7132,High
5 Series,2013,Middle East,Silver,Diesel,Automatic,3.7,106196,43370,5601,Low
3 Series,2021,Europe,Black,Diesel,Manual,1.5,9708,98237,7743,High
X6,2014,Africa,White,Hybrid,Automatic,1.9,102996,92296,4973,Low
M3,2023,Africa,Red,Petrol,Manual,2.3,197739,38600,1243,Low
X3,2020,Asia,Silver,Hybrid,Manual,4.6,32502,106524,8722,High
X5,2021,Africa,Grey,Petrol,Automatic,1.6,150343,110619,7413,High
7 Series,2012,Asia,Grey,Electric,Automatic,3.5,165909,113102,9033,High
X3,2010,North America,Silver,Diesel,Automatic,4.8,55129,111166,6456,Low
M3,2023,North America,White,Diesel,Automatic,3.8,25710,76496,8735,High
5 Series,2017,Europe,Red,Petrol,Automatic,3.2,121837,98941,3286,Low
i8,2019,Europe,Grey,Hybrid,Automatic,2.9,20167,55381,859,Low
M3,2020,North America,Silver,Diesel,Manual,3.7,142302,110581,7666,High
X5,2016,Middle East,Blue,Petrol,Automatic,3.2,160694,74599,2234,Low
M3,2023,North America,Blue,Hybrid,Automatic,4.0,84689,42434,1502,Low
X1,2018,Africa,White,Electric,Manual,3.7,60363,105441,7001,High
X6,2023,Middle East,Silver,Petrol,Automatic,3.5,98425,88985,7118,High
i8,2019,Europe,Black,Hybrid,Automatic,4.8,199270,105466,3850,Low
7 Series,2013,Europe,Grey,Electric,Manual,4.4,92574,50044,576,Low
7 Series,2021,Middle East,Black,Electric,Automatic,3.6,7741,68064,1466,Low
5 Series,2024,Africa,Silver,Hybrid,Automatic,3.4,93671,101318,4959,Low
X6,2021,Asia,Black,Hybrid,Automatic,4.0,108514,119655,8205,High
7 Series,2014,Europe,Silver,Electric,Automatic,4.3,140716,50914,3150,Low
X6,2014,Middle East,Blue,Petrol,Manual,2.5,124015,40790,5697,Low
3 Series,2022,Europe,White,Diesel,Manual,3.8,127315,39230,2522,Low
X3,2016,South America,Silver,Petrol,Manual,2.0,91164,51186,2346,Low
i8,2022,South America,Grey,Petrol,Automatic,3.0,51281,64375,1382,Low
X6,2018,Europe,Red,Petrol,Automatic,4.8,109156,117849,4247,Low
M3,2017,South America,Silver,Diesel,Automatic,2.6,74953,43171,8778,High
5 Series,2016,Africa,Black,Diesel,Automatic,2.0,98372,97631,2655,Low
M3,2023,Africa,Silver,Hybrid,Automatic,2.0,59425,106462,9488,High
M3,2010,South America,Red,Hybrid,Manual,2.9,102759,65373,7110,High
X5,2021,Africa,Red,Petrol,Manual,2.3,62674,64992,5596,Low
X6,2019,Europe,Silver,Diesel,Manual,3.0,54989,55205,3252,Low
M3,2022,Europe,Grey,Diesel,Automatic,4.0,79193,44840,997,Low
3 Series,2015,South America,Silver,Diesel,Automatic,4.6,173606,33637,6298,Low
i8,2019,Africa,Silver,Petrol,Automatic,1.9,51541,89696,7302,High
X3,2024,South America,Red,Diesel,Manual,4.2,173571,80402,3239,Low
X1,2024,South America,Silver,Petrol,Automatic,1.9,41953,53186,5621,Low
X3,2018,Europe,Red,Hybrid,Manual,2.8,36527,84260,996,Low
X1,2022,Middle East,Red,Petrol,Manual,5.0,149753,103514,9869,High
7 Series,2016,South America,Silver,Diesel,Automatic,1.7,30590,71043,7750,High
M5,2010,Middle East,Grey,Petrol,Automatic,1.6,84993,39080,1827,Low
i8,2018,North America,Silver,Hybrid,Automatic,2.7,93654,101969,6478,Low
X1,2012,South America,Silver,Hybrid,Automatic,4.8,109267,71385,3642,Low
7 Series,2023,South America,Red,Petrol,Automatic,1.6,68968,75140,3654,Low
M3,2018,Africa,Red,Hybrid,Manual,2.3,181394,57122,731,Low
X1,2013,Europe,Red,Hybrid,Automatic,3.6,59720,43904,3773,Low
X5,2024,Europe,Blue,Electric,Automatic,2.3,90762,70118,6651,Low
i3,2018,North America,Red,Petrol,Manual,1.7,166729,48595,292,Low
3 Series,2022,Middle East,Blue,Hybrid,Automatic,1.7,67368,44599,7920,High
M5,2024,Asia,Red,Hybrid,Automatic,3.5,150714,32455,6976,Low
X1,2017,Europe,Black,Electric,Automatic,3.5,108805,88456,1473,Low
i8,2016,Middle East,Blue,Hybrid,Automatic,4.0,110310,56376,2767,Low
X5,2013,Asia,Grey,Electric,Manual,2.0,190327,74053,1392,Low
5 Series,2018,Middle East,Black,Hybrid,Automatic,3.2,137869,96808,877,Low
X3,2013,South America,Grey,Electric,Manual,3.6,177706,55254,9960,High
X1,2010,Europe,Grey,Electric,Automatic,2.3,97585,65999,1848,Low
X1,2015,Middle East,Black,Diesel,Automatic,3.4,80870,66008,8976,High
X5,2013,North America,Grey,Diesel,Automatic,4.0,26924,106488,1506,Low
X6,2019,Asia,White,Hybrid,Manual,5.0,52335,112017,8867,High
5 Series,2012,South America,Red,Hybrid,Automatic,3.6,127563,64834,3942,Low
X1,2021,Asia,Blue,Hybrid,Manual,4.5,110433,110020,4400,Low
i3,2014,North America,Blue,Petrol,Manual,4.4,92966,36655,240,Low
3 Series,2012,North America,Grey,Electric,Manual,4.8,63154,53418,2502,Low
i3,2020,Asia,Black,Diesel,Manual,4.0,1213,58826,6547,Low
3 Series,2018,Asia,Red,Hybrid,Manual,2.2,64713,88453,4077,Low
i8,2021,Europe,Black,Hybrid,Manual,2.5,46168,108468,9297,High
5 Series,2015,Africa,Black,Diesel,Manual,4.2,108147,61650,4213,Low
X5,2024,South America,White,Hybrid,Automatic,3.3,25280,33197,6698,Low
X1,2012,Asia,Silver,Petrol,Automatic,2.4,68313,49587,1854,Low
i8,2014,Africa,Grey,Diesel,Manual,3.8,5795,111046,9653,High
X6,2017,Middle East,Black,Electric,Manual,4.7,37388,42496,4144,Low
X1,2023,Asia,Black,Diesel,Manual,2.8,127762,87775,716,Low
X5,2017,North America,Silver,Electric,Automatic,3.6,41572,40762,3786,Low
7 Series,2015,Middle East,Silver,Hybrid,Manual,3.5,115446,93942,5954,Low
i3,2014,North America,Black,Diesel,Automatic,1.9,29495,98704,9379,High
X6,2024,North America,Blue,Hybrid,Manual,1.8,53980,50001,3865,Low
i8,2014,Asia,Black,Electric,Automatic,4.6,79954,32103,5365,Low
X5,2010,South America,Black,Petrol,Automatic,4.8,92043,50541,3130,Low
X6,2011,South America,Blue,Electric,Automatic,4.7,86359,82048,5532,Low
M3,2024,Africa,Grey,Electric,Automatic,2.9,141670,39832,9350,High
M3,2021,Asia,Black,Hybrid,Manual,2.5,142141,100179,4763,Low
3 Series,2020,Africa,Black,Petrol,Automatic,4.8,22293,94660,3567,Low
3 Series,2013,South America,Black,Electric,Automatic,4.6,51302,32959,7634,High
i3,2015,North America,Grey,Diesel,Automatic,4.4,152478,109993,9383,High
X5,2020,Europe,Red,Diesel,Automatic,2.7,23378,70446,534,Low
M3,2016,Europe,Blue,Petrol,Automatic,3.7,77039,118570,941,Low
X5,2010,Europe,Red,Diesel,Manual,4.1,138993,108969,7519,High
X6,2017,Middle East,Silver,Petrol,Manual,3.5,186025,52506,6583,Low
7 Series,2021,Asia,Black,Petrol,Manual,3.6,175137,92379,6639,Low
M5,2010,Middle East,Grey,Hybrid,Automatic,4.1,184794,70059,2906,Low
3 Series,2018,Middle East,Blue,Hybrid,Manual,4.2,7841,42175,8696,High
X6,2024,Europe,Black,Petrol,Manual,2.3,88294,83424,573,Low
3 Series,2013,Europe,Red,Diesel,Manual,2.9,151194,117634,8819,High
i3,2021,North America,White,Diesel,Manual,4.2,98144,96664,7878,High
X3,2024,North America,Red,Diesel,Manual,2.4,134083,30054,2273,Low
M3,2016,Africa,Red,Electric,Automatic,4.7,68059,44310,2894,Low
i8,2020,Middle East,Grey,Diesel,Automatic,4.4,177222,63025,2785,Low
5 Series,2023,Europe,Red,Hybrid,Manual,4.6,158297,57473,147,Low
i8,2015,Africa,Grey,Petrol,Automatic,2.5,14105,30651,2029,Low
X1,2024,Asia,White,Diesel,Manual,1.9,151473,77129,7719,High
X1,2022,Europe,Black,Petrol,Automatic,1.9,149780,69217,9069,High
X6,2018,Asia,White,Electric,Automatic,3.4,104080,88397,6664,Low
